exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
hyperliquid,BTC,SHORT,210449.08,73848.0,2.84976,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,160810.55,73851.0,2.1775,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,89990.18,73849.0,1.21857,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,74988.95,73848.0,1.01545,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,50407.3,73885.0,0.68224,1773664246863,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,40276.12,73851.0,0.54537,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,31148.77,73849.0,0.42179,1773664042331,hyperliquid,,,,,,,,
,BTC,SHORT,30166.99,73794.0,40.88,1773664158578,okx,,,,,,,,
,BTC,SHORT,18977.26,74187.9,25.58,1773664246970,okx,,,,,,,,
,BTC,SHORT,14757.83,73863.0,19.98,1773664267441,okx,,,,,,,,
,BTC,SHORT,12899.072400000001,74132.6,0.174,1773664173267,binance,LIMIT,73839.7,FILLED,,,,,
binance,BTC,SHORT,12899.07,74132.6,0.174,1773664173267,binance,,,,,,,,
hyperliquid,BTC,SHORT,10995.28,73893.0,0.1488,1773664246863,hyperliquid,,,,,,,,
,BTC,SHORT,7889.78,73805.2,10.69,1773664159887,okx,,,,,,,,
hyperliquid,BTC,SHORT,6411.57,73849.0,0.08682,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,5314.25,73850.0,0.07196,1773664042331,hyperliquid,,,,,,,,
,BTC,SHORT,5128.38,73895.9,6.94,1773664258401,okx,,,,,,,,
hyperliquid,BTC,SHORT,5082.22,73848.0,0.06882,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,5050.24,73888.0,0.06835,1773664246863,hyperliquid,,,,,,,,
,BTC,SHORT,5042.6828000000005,74157.1,0.068,1773664176547,binance,LIMIT,73854.6,FILLED,,,,,
