symbol,side,value,price,quantity,timestamp,_exchange,exchange,coin,size,value_usd,address,pnl,order_type,avg_price,order_status
BTC,SHORT,2020009.06,74169.6,27.235,1773632112452,bybit,,,,,,,,,
BTC,SHORT,1772023.75,73932.9,23.968,1773632031073,binance,binance,,,,,,,,
BTC,SHORT,648587.31,74048.1,8.759,1773632068944,bybit,,,,,,,,,
BTC,SHORT,589476.8,73684.6,8.0,1773631991444,bybit,,,,,,,,,
BTC,SHORT,499926.06,73744.0,6.77921,1773632073537,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,499924.3,73742.0,6.77937,1773632073537,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,456199.0,73543.0,6.20316,1773632030647,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,346560.22,73409.0,4.72095,1773631994446,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,338370.11,74041.6,4.57,1773632068944,bybit,,,,,,,,,
,short,,73822.0,,2026-03-16T03:35:14.885000,hyperliquid,,BTC,3.38652,249999.68,0xb568c358...,-6364.29,,,
BTC,SHORT,249999.68,73822.0,3.38652,1773632114885,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,243690.18,73730.0,3.30517,1773632073537,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,221866.5,73955.5,3.0,1773632039443,bybit,,,,,,,,,
BTC,SHORT,203336.93,73600.0,2.76273,1773632039687,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,179339.8,73681.1,2.434,1773631991943,bybit,,,,,,,,,
BTC,SHORT,158529.29,73543.0,2.1556,1773632030647,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,143343.55,73409.0,1.95267,1773631994446,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,135796.95,73642.6,1.844,1773631972943,bybit,,,,,,,,,
BTC,SHORT,113947.46,73752.4,1.545,1773631995444,bybit,,,,,,,,,
BTC,SHORT,108295.52,73700.0,1.46941,1773632082817,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,102377.66,73972.3,1.384,1773632041943,bybit,,,,,,,,,
BTC,SHORT,100456.06,73550.0,1.36582,1773632030647,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,99987.15,73405.0,1.36213,1773631994446,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,98068.51,73713.0,1.33041,1773632073537,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,94835.07,73600.0,1.28852,1773632039687,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,89989.88,73406.0,1.22592,1773631996948,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,89988.42,73406.0,1.2259,1773631994446,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,89530.61,73405.0,1.21968,1773631996948,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,85819.81,73600.0,1.16603,1773632039687,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,84668.39,73267.9,115.56,1773631971709,okx,,,,,,,,,
BTC,SHORT,77763.79,73405.0,1.05938,1773631994446,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,76438.28,74068.1,1.032,1773632070943,bybit,,,,,,,,,
BTC,SHORT,76382.81,73942.7,1.033,1773632038950,bybit,,,,,,,,,
BTC,SHORT,74989.26,73743.0,1.0169,1773632073537,hyperliquid,hyperliquid,,,,,,,,
