timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T04:54:58.720000,BTC,short,8.07978,74365.0,600852.84,0xe4292138...,-22677.52,hyperliquid,,,,,,
1773636856943,,SHORT,,74460.1,,,,bybit,BTC,325837.4,4.376,,,
2026-03-16T04:54:55.675000,BTC,short,1.18202,74359.0,87893.83,0xcedfc978...,-3112.02,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,1.06058,74358.0,78862.61,0x976afbd0...,-2973.97,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,1.00853,74362.0,74996.31,0xe4292138...,-2827.62,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.93557,74358.0,69567.11,0x976afbd0...,-2623.43,hyperliquid,,,,,,
1773636881943,,SHORT,,74554.8,,,,bybit,BTC,64191.68,0.861,,,
2026-03-16T04:54:58.720000,BTC,short,0.84054,74358.0,62500.87,0x12144076...,-1860.12,hyperliquid,,,,,,
1773636612662,,SHORT,,74319.6,,,,binance,BTC,54996.504,0.74,LIMIT,74018.54,FILLED
2026-03-16T04:54:58.720000,BTC,short,0.7046,74358.0,52392.65,0x796fadea...,-579.89,hyperliquid,,,,,,
1773636856944,,SHORT,,74480.8,,,,bybit,BTC,45880.17,0.616,,,
2026-03-16T04:54:58.720000,BTC,short,0.51034,74358.0,37947.86,0x976afbd0...,-1431.04,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.50524,74358.0,37568.64,0x976afbd0...,-1416.74,hyperliquid,,,,,,
1773636611444,,SHORT,,74375.2,,,,bybit,BTC,37187.6,0.5,,,
1773636881443,,SHORT,,74547.7,,,,bybit,BTC,35335.61,0.474,,,
1773636860053,,SHORT,,74445.5,,,,okx,BTC,30075.98,40.4,,,
2026-03-16T04:54:55.675000,BTC,short,0.40032,74359.0,29767.39,0xc1f12a9d...,-662.57,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.32884,74358.0,24451.88,0x976afbd0...,-922.1,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.32,74358.0,23794.56,0x3327702e...,-665.25,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.29323,74365.0,21806.05,0xe4292138...,-823.01,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.28369,74358.0,21094.62,0x12144076...,-627.81,hyperliquid,,,,,,
1773636888944,,SHORT,,74591.0,,,,bybit,BTC,21034.66,0.282,,,
1773636883420,,SHORT,,74500.6,,,,okx,BTC,20316.31,27.27,,,
1773636856443,,SHORT,,74493.9,,,,bybit,BTC,20038.86,0.269,,,
2026-03-16T04:54:58.720000,BTC,short,0.24537,74358.0,18245.22,0x976afbd0...,-688.04,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.24393,74358.0,18138.15,0x99d589f7...,-1600.18,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.23328,74363.0,17347.4,0xe4292138...,-654.28,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.23097,74361.0,17175.16,0xe4292138...,-647.34,hyperliquid,,,,,,
1773636881943,,SHORT,,74543.4,,,,bybit,BTC,15281.4,0.205,,,
1773636881943,,SHORT,,74538.5,,,,bybit,BTC,14907.7,0.2,,,
2026-03-16T04:54:55.675000,BTC,short,0.1999,74359.0,14864.36,0x7fe3e2eb...,-185.51,hyperliquid,,,,,,
1773636856944,,SHORT,,74504.3,,,,bybit,BTC,13485.28,0.181,,,
2026-03-16T04:54:58.720000,BTC,short,0.17714,74365.0,13173.02,0xfe44a3f9...,-1658.03,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.16903,74358.0,12568.73,0x796fadea...,-139.11,hyperliquid,,,,,,
2026-03-16T04:54:55.675000,BTC,short,0.15399,74359.0,11450.54,0xf0b00bf6...,-289.66,hyperliquid,,,,,,
1773636615615,,SHORT,,74321.7,,,,binance,BTC,10033.4295,0.135,LIMIT,74016.9,FILLED
2026-03-16T04:54:58.720000,BTC,short,0.13426,74364.0,9984.11,0xe4292138...,-376.69,hyperliquid,,,,,,
1773636856443,,SHORT,,74452.5,,,,bybit,BTC,9678.83,0.13,,,
2026-03-16T04:54:55.675000,BTC,short,0.12024,74359.0,8940.93,0xf61c0f9a...,-748.25,hyperliquid,,,,,,
1773636611444,,SHORT,,74379.4,,,,bybit,BTC,8925.53,0.12,,,
2026-03-16T04:54:58.720000,BTC,short,0.11956,74358.0,8890.24,0xd89815c2...,-212.37,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.10727,74358.0,7976.38,0x12144076...,-237.39,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.10086,74358.0,7499.75,0x796fadea...,-83.01,hyperliquid,,,,,,
1773636889444,,SHORT,,74589.9,,,,bybit,BTC,7309.81,0.098,,,
2026-03-16T04:54:55.675000,BTC,short,0.09451,74359.0,7027.67,0xfa6f92ef...,-216.85,hyperliquid,,,,,,
1773636856944,,SHORT,,74450.7,,,,bybit,BTC,6775.01,0.091,,,
2026-03-16T04:54:55.675000,BTC,short,0.08603,74359.0,6397.1,0xa6197fbb...,-190.87,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.08437,74365.0,6274.18,0xe4292138...,-236.8,hyperliquid,,,,,,
