symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl,exchange,order_type,avg_price,order_status
BTC,SHORT,619589.61,73445.9,8.436,1773631858944,bybit,,,,,,,,,
BTC,SHORT,589476.8,73684.6,8.0,1773631991444,bybit,,,,,,,,,
BTC,SHORT,403700.55,73400.1,5.5,1773631851943,bybit,,,,,,,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,4.72095,346560.22,0x976afbd0...,-8757.83,,,,
BTC,SHORT,227260.59,73262.6,3.102,1773631836944,bybit,,,,,,,,,
BTC,SHORT,179339.8,73681.1,2.434,1773631991943,bybit,,,,,,,,,
BTC,SHORT,150740.39,73531.9,2.05,1773631863944,bybit,,,,,,,,,
BTC,SHORT,147029.6,73514.8,2.0,1773631859944,bybit,,,,,,,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,1.95267,143343.55,0xcbd909bc...,-1794.89,,,,
BTC,SHORT,135796.95,73642.6,1.844,1773631972943,bybit,,,,,,,,,
,short,,73405.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,1.36213,99987.15,0x976afbd0...,-2521.44,,,,
,short,,73406.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,1.22592,89989.88,0x912b5781...,-1170.75,,,,
,short,,73406.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,1.2259,89988.42,0x976afbd0...,-2270.49,,,,
,short,,73405.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,1.21968,89530.61,0x912b5781...,-1163.57,,,,
BTC,SHORT,89403.07,73280.0,1.22002,1773631935842,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,84668.39,73267.9,115.56,1773631971709,okx,,,,,,,,,
,short,,73405.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,1.05938,77763.79,0x976afbd0...,-1961.02,,,,
BTC,SHORT,73225.0,73225.0,1.0,1773631804546,bybit,,,,,,,,,
BTC,SHORT,73155.5,73155.5,100.0,1773631864248,okx,,,,,,,,,
BTC,SHORT,64301.05,73250.0,0.87783,1773631880428,hyperliquid,,,,,,hyperliquid,,,
,short,,73403.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.85138,62493.85,0x976afbd0...,-1574.29,,,,
BTC,SHORT,59429.19,73250.0,0.81132,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,51271.5,73245.0,0.7,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,51271.5,73245.0,0.7,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,51271.5,73245.0,0.7,1773631938994,hyperliquid,,,,,,hyperliquid,,,
,short,,73410.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.67807,49777.12,0xfa0ef7ba...,-706.28,,,,
,short,,73402.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.6091,44709.16,0x976afbd0...,-1125.68,,,,
BTC,SHORT,44246.1,73743.5,0.6,1773631991944,bybit,,,,,,,,,
BTC,SHORT,43230.18,73271.5,0.59,1773631836944,bybit,,,,,,,,,
BTC,SHORT,43007.01,73390.8,0.586,1773631845443,bybit,,,,,,,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.57105,41920.21,0xaffa4daf...,-462.44,,,,
BTC,SHORT,40343.27,73351.4,0.55,1773631844462,bybit,,,,,,,,,
,short,,73408.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.5108,37496.81,0x976afbd0...,-947.07,,,,
BTC,SHORT,35046.26,72846.1,48.11,1773631804130,okx,,,,,,,,,
,short,,73408.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.47673,34995.8,0x976afbd0...,-883.91,,,,
BTC,SHORT,33921.34,73250.0,0.46309,1773631880428,hyperliquid,,,,,,hyperliquid,,,
,short,,73405.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,0.41988,30821.29,0x554a428c...,-372.43,,,,
,short,,73405.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,0.40879,30007.23,0x912b5781...,-389.99,,,,
BTC,SHORT,27906.49,73280.0,0.38082,1773631935842,hyperliquid,,,,,,hyperliquid,,,
,short,,73406.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,0.3714,27262.99,0x912b5781...,-354.69,,,,
BTC,SHORT,25635.75,73245.0,0.35,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,25635.75,73245.0,0.35,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,25635.75,73245.0,0.35,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,25635.75,73245.0,0.35,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,25635.75,73245.0,0.35,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,24903.3,73245.0,0.34,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,24732.73,73280.0,0.33751,1773631935842,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,24635.44,73250.0,0.33632,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,22906.88,73356.0,0.31227,1773631990910,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,22051.98,73506.6,0.3,1773631860447,bybit,,,,,,,,,
BTC,SHORT,21813.83,73245.0,0.29782,1773631938994,hyperliquid,,,,,,hyperliquid,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.29675,21784.12,0xd61f0292...,-295.86,,,,
BTC,SHORT,21153.34,73200.0,0.28898,1773631929840,hyperliquid,,,,,,hyperliquid,,,
,short,,73402.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.26408,19384.0,0x912b5781...,-251.14,,,,
BTC,SHORT,18055.95,73101.0,0.247,1773631739041,binance,,,,,,binance,,,
BTC,SHORT,18055.947,73101.0,0.247,1773631739041,binance,,,,,,,LIMIT,72811.2,FILLED
BTC,SHORT,16266.2,73602.7,0.221,1773631935444,bybit,,,,,,,,,
BTC,SHORT,15773.8,73366.5,0.215,1773631845443,bybit,,,,,,,,,
BTC,SHORT,15712.12,73250.0,0.2145,1773631880428,hyperliquid,,,,,,hyperliquid,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.21212,15571.52,0xc3f20a29...,-564.45,,,,
BTC,SHORT,15168.31,73245.0,0.20709,1773631938994,hyperliquid,,,,,,hyperliquid,,,
,short,,73403.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.20443,15005.78,0x976afbd0...,-378.01,,,,
BTC,SHORT,14820.17,73732.2,0.201,1773631992443,bybit,,,,,,,,,
BTC,SHORT,14624.0,73120.0,0.2,1773631857694,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,13929.0,73310.5,0.19,1773631837943,bybit,,,,,,,,,
,short,,73402.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.18624,13670.39,0x91b79a8e...,-162.14,,,,
BTC,SHORT,13632.29,73252.5,18.61,1773631841167,okx,,,,,,,,,
,short,,73405.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,0.17924,13157.11,0x7ee57f01...,-152.53,,,,
BTC,SHORT,12990.35,73280.0,0.17727,1773631935842,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,12868.73,73535.6,0.175,1773631864443,bybit,,,,,,,,,
BTC,SHORT,12750.72,73703.6,0.173,1773631991943,bybit,,,,,,,,,
BTC,SHORT,12100.07,73245.0,0.1652,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,11729.52,73250.0,0.16013,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,11635.8,73644.3,0.158,1773631972943,bybit,,,,,,,,,
BTC,SHORT,11062.26,73748.4,0.15,1773631992443,bybit,,,,,,,,,
BTC,SHORT,10488.68,73245.0,0.1432,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,10190.42,72945.0,13.97,1773631839131,okx,,,,,,,,,
BTC,SHORT,10068.14,73490.1,0.137,1773631859443,bybit,,,,,,,,,
BTC,SHORT,9874.58,73259.0,0.13479,1773631974707,hyperliquid,,,,,,hyperliquid,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.12785,9385.34,0xa9a3e10b...,-123.89,,,,
BTC,SHORT,9374.04,73234.7,12.8,1773631837630,okx,,,,,,,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.12764,9369.92,0xb3ca1001...,-116.28,,,,
BTC,SHORT,9275.94,73618.6,0.126,1773631985443,bybit,,,,,,,,,
,short,,73405.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.12097,8879.8,0x976afbd0...,-223.93,,,,
BTC,SHORT,8866.73,73278.8,0.121,1773631836446,bybit,,,,,,,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.12003,8811.28,0xfa0ef7ba...,-124.9,,,,
BTC,SHORT,8110.24,73729.5,0.11,1773631991444,bybit,,,,,,,,,
BTC,SHORT,7904.14,73200.0,0.10798,1773631929840,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,7364.43,73644.3,0.1,1773631969943,bybit,,,,,,,,,
BTC,SHORT,7258.34,73250.0,0.09909,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,7139.74,73356.0,0.09733,1773631990910,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,7111.23,73311.7,0.097,1773631837443,bybit,,,,,,,,,
BTC,SHORT,7089.11,73280.0,0.09674,1773631935842,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,6529.7,73367.4,0.089,1773631856443,bybit,,,,,,,,,
BTC,SHORT,6311.3,73387.2,0.086,1773631845953,bybit,,,,,,,,,
BTC,SHORT,6300.95,73266.9,0.086,1773631836944,bybit,,,,,,,,,
BTC,SHORT,6205.32,73245.0,0.08472,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,6155.51,73245.0,0.08404,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,5972.53,73734.9,0.081,1773631991444,bybit,,,,,,,,,
BTC,SHORT,5859.6,73245.0,0.08,1773631938994,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,5797.49,73386.0,0.079,1773631849944,bybit,,,,,,,,,
BTC,SHORT,5531.35,73751.4,0.075,1773631992443,bybit,,,,,,,,,
BTC,SHORT,5529.79,73730.5,0.075,1773631991444,bybit,,,,,,,,,
BTC,SHORT,5144.9,73498.6,0.07,1773631898444,bybit,,,,,,,,,
BTC,SHORT,5141.4,73448.5,0.07,1773631856443,bybit,,,,,,,,,
,short,,73403.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.06814,5001.68,0x976afbd0...,-126.0,,,,
BTC,SHORT,4909.91,73282.3,0.067,1773631836944,bybit,,,,,,,,,
BTC,SHORT,4785.89,73629.0,0.065,1773631936443,bybit,,,,,,,,,
BTC,SHORT,4776.62,73486.5,0.065,1773631859944,bybit,,,,,,,,,
BTC,SHORT,4770.91,73398.6,0.065,1773631844947,bybit,,,,,,,,,
,short,,73405.0,,2026-03-16T03:33:16.948000,hyperliquid,BTC,0.06356,4665.62,0x56ee99bf...,-120.47,,,,
BTC,SHORT,4509.3,73441.4,6.14,1773631862041,okx,,,,,,,,,
BTC,SHORT,4479.83,73439.9,0.061,1773631857472,bybit,,,,,,,,,
BTC,SHORT,4399.59,73326.5,0.06,1773631841944,bybit,,,,,,,,,
BTC,SHORT,4255.98,73379.0,0.058,1773631844947,bybit,,,,,,,,,
BTC,SHORT,4196.95,73630.7,0.057,1773631940944,bybit,,,,,,,,,
BTC,SHORT,4121.24,73593.5,0.056,1773631935444,bybit,,,,,,,,,
,short,,73409.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.05518,4050.71,0xd1bcf835...,-48.78,,,,
BTC,SHORT,4011.17,73250.0,0.05476,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,3957.56,72883.3,5.43,1773631831615,okx,,,,,,,,,
,short,,73407.0,,2026-03-16T03:33:14.446000,hyperliquid,BTC,0.0531,3897.91,0x976afbd0...,-98.4,,,,
BTC,SHORT,3828.78,73630.4,0.052,1773631968443,bybit,,,,,,,,,
BTC,SHORT,3817.54,73414.3,0.052,1773631852444,bybit,,,,,,,,,
BTC,SHORT,3754.93,73626.0,0.051,1773631936943,bybit,,,,,,,,,
BTC,SHORT,3752.02,73569.1,0.051,1773631880443,bybit,,,,,,,,,
