timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T13:32:53.444000,BTC,short,0.93054,74124.0,68975.35,0xcbd909bc...,-521.38,hyperliquid,,,,,,,
1773667973444,,SHORT,,74124.0,,,,hyperliquid,hyperliquid,BTC,68975.35,0.93054,,,
2026-03-16T13:32:50.299000,BTC,short,0.76485,74077.0,56657.79,0xf836371b...,-712.08,hyperliquid,,,,,,,
1773667970299,,SHORT,,74077.0,,,,hyperliquid,hyperliquid,BTC,56657.79,0.76485,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667933444,,SHORT,,74376.2,,,,bybit,,BTC,31833.01,0.428,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,23544.83,0.31798,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,21077.65,0.28466,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,21077.65,0.28466,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,20526.01,0.27721,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,19920.33,0.26903,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,19920.33,0.26903,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,17305.8,0.23372,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,17305.8,0.23372,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,16927.43,0.22861,,,
2026-03-16T13:32:53.444000,BTC,short,0.22775,74124.0,16881.74,0xd6af05b0...,-194.57,hyperliquid,,,,,,,
1773667973444,,SHORT,,74124.0,,,,hyperliquid,hyperliquid,BTC,16881.74,0.22775,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,16748.98,0.2262,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,16546.84,0.22347,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,16462.42,0.22233,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,15183.67,0.20506,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,10541.79,0.14237,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,10468.48,0.14138,,,
2026-03-16T13:32:53.444000,BTC,short,0.13398,74124.0,9931.13,0xcbd909bc...,-75.07,hyperliquid,,,,,,,
1773667973444,,SHORT,,74124.0,,,,hyperliquid,hyperliquid,BTC,9931.13,0.13398,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,9825.03,0.13269,,,
