symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange,exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,LONG,3835.7319,72372.3,0.053,1773627213651,LIMIT,72643.8,FILLED,binance,,,,,,
BTC,LONG,3835.73,72372.3,0.053,1773627213651,,,,binance,binance,,,,,
,long,,72755.0,,2026-03-16T02:07:40.300957+00:00,,,,hyperliquid,,BTC,0.04434,3225.9566999999997,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x4f965bea84add66023e7ef0458111a1a80e50bb7
,long,,72755.0,,2026-03-16T02:07:40.314488+00:00,,,,hyperliquid,,BTC,0.04434,3225.9566999999997,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x4f965bea84add66023e7ef0458111a1a80e50bb7
,long,,72752.0,,2026-03-16T02:09:09.261366+00:00,,,,hyperliquid,,BTC,0.04433,3225.09616,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0xb668858ff53322d5511651a2cd92391eb5d60ee3
,long,,72752.0,,2026-03-16T02:09:09.271390+00:00,,,,hyperliquid,,BTC,0.04433,3225.09616,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0xb668858ff53322d5511651a2cd92391eb5d60ee3
,long,,72727.0,,2026-03-16T02:08:38.619998+00:00,,,,hyperliquid,,BTC,0.04434,3224.7151799999997,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,long,,72727.0,,2026-03-16T02:08:38.633065+00:00,,,,hyperliquid,,BTC,0.04434,3224.7151799999997,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,long,,72726.0,,2026-03-16T02:08:08.769301+00:00,,,,hyperliquid,,BTC,0.04433,3223.94358,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,long,,72726.0,,2026-03-16T02:08:10.952794+00:00,,,,hyperliquid,,BTC,0.04433,3223.94358,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,long,,72742.0,,2026-03-16T02:09:38.761112+00:00,,,,hyperliquid,,BTC,0.03912,2845.6670400000003,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x023a3d058020fb76cca98f01b3c48c8938a22355
,long,,72742.0,,2026-03-16T02:09:38.824901+00:00,,,,hyperliquid,,BTC,0.03912,2845.6670400000003,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x023a3d058020fb76cca98f01b3c48c8938a22355
,long,,72732.0,,2026-03-16T02:06:38.501204+00:00,,,,hyperliquid,,BTC,0.03626,2637.26232,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x023a3d058020fb76cca98f01b3c48c8938a22355
,long,,72732.0,,2026-03-16T02:06:38.511435+00:00,,,,hyperliquid,,BTC,0.03626,2637.26232,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x023a3d058020fb76cca98f01b3c48c8938a22355
,long,,72796.0,,2026-03-16T02:06:09.648524+00:00,,,,hyperliquid,,BTC,0.02728,1985.8748799999998,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,72796.0,,2026-03-16T02:06:11.731407+00:00,,,,hyperliquid,,BTC,0.02728,1985.8748799999998,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,72751.0,,2026-03-16T02:07:10.292112+00:00,,,,hyperliquid,,BTC,0.02123,1544.50373,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x010461c14e146ac35fe42271bdc1134ee31c703a
,long,,72751.0,,2026-03-16T02:07:10.302198+00:00,,,,hyperliquid,,BTC,0.02123,1544.50373,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x010461c14e146ac35fe42271bdc1134ee31c703a
,long,,72754.0,,2026-03-16T02:07:10.293729+00:00,,,,hyperliquid,,BTC,0.01744,1268.82976,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x33ad48ed92e3e91a98278f0f7456eae6eafa516e
,long,,72754.0,,2026-03-16T02:07:10.304090+00:00,,,,hyperliquid,,BTC,0.01744,1268.82976,0x91ff7d0e533f3abdb28b1a43cab11f3911582616,0x33ad48ed92e3e91a98278f0f7456eae6eafa516e
BTC,LONG,940.74,72364.4,0.013,1773627215174,,,,binance,binance,,,,,
BTC,LONG,940.7371999999999,72364.4,0.013,1773627215174,LIMIT,72643.8,FILLED,binance,,,,,,
,long,,72593.0,,2026-03-16T02:15:54.439873+00:00,,,,hyperliquid,,BTC,0.00602,437.00986,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,72593.0,,2026-03-16T02:15:54.478819+00:00,,,,hyperliquid,,BTC,0.00602,437.00986,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,72775.0,,2026-03-16T02:09:54.716479+00:00,,,,hyperliquid,,BTC,0.00568,413.362,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x6489a86456b6dd9c04c3b3152a2ccdd71aa78f0e
,long,,72775.0,,2026-03-16T02:09:55.305352+00:00,,,,hyperliquid,,BTC,0.00568,413.362,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x6489a86456b6dd9c04c3b3152a2ccdd71aa78f0e
,long,,72743.0,,2026-03-16T02:08:54.352167+00:00,,,,hyperliquid,,BTC,0.00567,412.45281,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355
,long,,72743.0,,2026-03-16T02:08:54.360963+00:00,,,,hyperliquid,,BTC,0.00567,412.45281,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355
,long,,72716.0,,2026-03-16T02:11:54.421072+00:00,,,,hyperliquid,,BTC,0.00548,398.48368,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e
,long,,72716.0,,2026-03-16T02:11:57.068874+00:00,,,,hyperliquid,,BTC,0.00548,398.48368,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e
,long,,72783.0,,2026-03-16T02:07:24.397011+00:00,,,,hyperliquid,,BTC,0.00528,384.29424,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea
,long,,72783.0,,2026-03-16T02:07:25.030317+00:00,,,,hyperliquid,,BTC,0.00528,384.29424,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea
,long,,72673.0,,2026-03-16T02:13:26.206200+00:00,,,,hyperliquid,,BTC,0.00528,383.71344,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355
