symbol,side,value,price,quantity,timestamp,_exchange,exchange,coin,size,value_usd,address,pnl,order_type,avg_price,order_status
BTC,SHORT,299147.33,74333.4,402.44,1773668116582,okx,,,,,,,,,
BTC,SHORT,251261.77,74344.4,337.97,1773668122435,okx,,,,,,,,,
BTC,SHORT,139407.51,74258.0,1.87734,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,111745.5,74497.0,1.5,1773667996943,bybit,,,,,,,,,
BTC,SHORT,111730.2,74486.8,1.5,1773668061798,binance,binance,,,,,,,,
BTC,SHORT,85971.87,74693.2,1.151,1773668116444,bybit,,,,,,,,,
BTC,SHORT,80666.92,74255.0,1.08635,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,74989.17,74257.0,1.00986,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,68975.35,74124.0,0.93054,1773667973444,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,68125.32,74617.0,0.913,1773668079944,bybit,,,,,,,,,
BTC,SHORT,66036.35,74144.0,0.89065,1773668000736,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,60264.0,74354.1,81.05,1773668124246,okx,,,,,,,,,
BTC,SHORT,56657.79,74077.0,0.76485,1773667970299,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,55653.76,74602.9,0.746,1773668065444,bybit,,,,,,,,,
BTC,SHORT,49992.78,74257.0,0.67324,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,49274.41,74421.4,66.21,1773667997456,okx,,,,,,,,,
BTC,SHORT,48807.16,74548.9,65.47,1773668078687,okx,,,,,,,,,
BTC,SHORT,44164.96,74729.2,0.591,1773668126947,bybit,,,,,,,,,
BTC,SHORT,40012.44,74045.0,0.54038,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,40012.44,74045.0,0.54038,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,40012.44,74045.0,0.54038,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,40012.44,74045.0,0.54038,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,38155.01,74521.5,0.512,1773668020944,bybit,,,,,,,,,
BTC,SHORT,37925.2,74655.9,0.508,1773668094944,bybit,,,,,,,,,
BTC,SHORT,37345.25,74690.5,0.5,1773668116444,bybit,,,,,,,,,
BTC,SHORT,36533.23,74140.0,0.49276,1773668012477,hyperliquid,hyperliquid,,,,,,,,
,short,,74379.0,,2026-03-16T13:35:27.703000,hyperliquid,,BTC,0.48634,36173.48,0xf433181c...,-1231.41,,,
BTC,SHORT,36173.48,74379.0,0.48634,1773668127703,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,35825.12,74480.5,0.481,1773668059600,binance,binance,,,,,,,,
BTC,SHORT,33461.97,74691.9,0.448,1773668116444,bybit,,,,,,,,,
BTC,SHORT,32255.51,74493.1,0.433,1773667996444,bybit,,,,,,,,,
BTC,SHORT,31833.01,74376.2,0.428,1773667933444,bybit,,,,,,,,,
,short,,74374.0,,2026-03-16T13:35:42.776000,hyperliquid,,BTC,0.40338,30000.98,0x2526dda6...,-2361.06,,,
BTC,SHORT,30000.98,74374.0,0.40338,1773668142776,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,28280.35,74291.0,0.38067,1773668093645,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,27282.23,74377.0,0.36681,1773668127703,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,25540.6,74164.0,0.34438,1773667998639,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,25340.27,74530.2,0.34,1773668020944,bybit,,,,,,,,,
BTC,SHORT,23544.83,74045.0,0.31798,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,21917.94,74298.1,0.295,1773667933204,binance,binance,,,,,,,,
BTC,SHORT,21077.65,74045.0,0.28466,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,21077.65,74045.0,0.28466,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,20526.01,74045.0,0.27721,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,19920.33,74045.0,0.26903,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,19920.33,74045.0,0.26903,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,18063.27,74255.0,0.24326,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,17309.38,74609.4,0.232,1773668065943,bybit,,,,,,,,,
BTC,SHORT,17305.8,74045.0,0.23372,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,17305.8,74045.0,0.23372,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16927.43,74045.0,0.22861,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16881.74,74124.0,0.22775,1773667973444,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16748.98,74045.0,0.2262,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16546.84,74045.0,0.22347,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16462.42,74045.0,0.22233,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16191.34,74262.0,0.21803,1773668064381,hyperliquid,hyperliquid,,,,,,,,
BTC-USD,SHORT,16100.0,74169.3,161.0,1773668019975,okx,,,,,,,,,
BTC,SHORT,15949.71,74164.0,0.21506,1773667998639,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,15315.22,74708.4,0.205,1773668121444,bybit,,,,,,,,,
BTC,SHORT,15220.91,74612.3,0.204,1773668065444,bybit,,,,,,,,,
BTC,SHORT,15183.67,74045.0,0.20506,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,15076.54,74170.0,0.20327,1773668021714,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,14997.85,74144.0,0.20228,1773668000736,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,14003.36,74406.8,18.82,1773667974534,okx,,,,,,,,,
BTC,SHORT,13559.59,74291.0,0.18252,1773668093645,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,12833.01,74610.5,0.172,1773668065444,bybit,,,,,,,,,
BTC,SHORT,12818.63,74526.9,0.172,1773668019944,bybit,,,,,,,,,
BTC,SHORT,12550.05,74702.7,0.168,1773668122944,bybit,,,,,,,,,
BTC,SHORT,11567.25,74627.4,0.155,1773668086445,bybit,,,,,,,,,
BTC,SHORT,10943.59,74446.2,0.147,1773668015561,binance,binance,,,,,,,,
BTC,SHORT,10569.86,74435.6,0.142,1773667998553,binance,binance,,,,,,,,
BTC,SHORT,10541.79,74045.0,0.14237,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,10468.48,74045.0,0.14138,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,10215.36,74564.7,0.137,1773668063945,bybit,,,,,,,,,
,short,,74378.0,,2026-03-16T13:35:27.703000,hyperliquid,,BTC,0.13652,10154.08,0xf433181c...,-345.53,,,
BTC,SHORT,10154.08,74378.0,0.13652,1773668127703,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,10103.14,74255.0,0.13606,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,9931.13,74124.0,0.13398,1773667973444,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,9883.22,74309.9,0.133,1773667934309,binance,binance,,,,,,,,
BTC,SHORT,9825.03,74045.0,0.13269,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,9736.92,74045.0,0.1315,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,9328.94,74571.9,12.51,1773668092516,okx,,,,,,,,,
BTC,SHORT,9221.41,74020.0,0.12458,1773667934168,hyperliquid,hyperliquid,,,,,,,,
,short,,74374.0,,2026-03-16T13:35:42.776000,hyperliquid,,BTC,0.1202,8939.75,0x2526dda6...,-703.55,,,
BTC,SHORT,8939.75,74374.0,0.1202,1773668142776,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,8881.64,74635.6,0.119,1773668089944,bybit,,,,,,,,,
BTC,SHORT,8864.46,74491.3,0.119,1773667995943,bybit,,,,,,,,,
BTC,SHORT,8802.09,74342.0,11.84,1773667937809,okx,,,,,,,,,
BTC,SHORT,8778.36,74392.9,0.118,1773667974217,binance,binance,,,,,,,,
BTC,SHORT,8743.36,74729.6,0.117,1773668127444,bybit,,,,,,,,,
BTC,SHORT,8333.02,74045.0,0.11254,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,8333.02,74045.0,0.11254,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,8254.54,74045.0,0.11148,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,8254.54,74045.0,0.11148,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,8127.91,74568.0,0.109,1773668063945,bybit,,,,,,,,,
BTC,SHORT,8119.01,74486.3,0.109,1773667975944,bybit,,,,,,,,,
BTC,SHORT,8068.21,74170.0,0.10878,1773668021714,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,8040.33,74255.0,0.10828,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,7957.19,74186.0,0.10726,1773668058338,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,7823.91,74442.5,10.51,1773668001804,okx,,,,,,,,,
BTC,SHORT,7760.52,74620.4,0.104,1773668082943,bybit,,,,,,,,,
BTC,SHORT,7747.14,74491.7,0.104,1773668064283,binance,binance,,,,,,,,
BTC,SHORT,7697.48,74164.0,0.10379,1773667998639,hyperliquid,hyperliquid,,,,,,,,
,short,,74374.0,,2026-03-16T13:35:42.776000,hyperliquid,,BTC,0.10084,7499.87,0x2526dda6...,-590.24,,,
BTC,SHORT,7499.87,74374.0,0.10084,1773668142776,hyperliquid,hyperliquid,,,,,,,,
BTC-USD,SHORT,7240.0,74399.9,72.4,1773667973101,okx,,,,,,,,,
BTC,SHORT,7238.07,74619.3,0.097,1773668086445,bybit,,,,,,,,,
BTC,SHORT,7071.49,74436.7,0.095,1773667999762,binance,binance,,,,,,,,
BTC,SHORT,6836.86,74346.0,0.09196,1773668121800,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6732.61,74164.0,0.09078,1773667998639,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6704.99,74499.9,0.09,1773667997444,bybit,,,,,,,,,
BTC,SHORT,6697.46,74046.0,0.09045,1773667936720,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6647.85,74694.9,0.089,1773668116944,bybit,,,,,,,,,
BTC,SHORT,6573.61,74144.0,0.08866,1773668000736,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6513.11,74606.1,8.73,1773668115388,okx,,,,,,,,,
BTC,SHORT,6491.84,74618.8,0.087,1773668082444,bybit,,,,,,,,,
BTC,SHORT,6183.11,74495.3,0.083,1773667996444,bybit,,,,,,,,,
BTC,SHORT,5888.24,74534.7,0.079,1773668065356,binance,binance,,,,,,,,
BTC,SHORT,5600.23,74669.7,0.075,1773668116444,bybit,,,,,,,,,
BTC,SHORT,5585.9,74478.6,0.075,1773668050280,binance,binance,,,,,,,,
BTC,SHORT,5442.74,74558.1,0.073,1773668063944,bybit,,,,,,,,,
BTC,SHORT,5441.19,74536.9,0.073,1773668021944,bybit,,,,,,,,,
BTC,SHORT,5136.39,74440.5,0.069,1773667972445,bybit,,,,,,,,,
BTC,SHORT,5056.02,74353.2,0.068,1773667969200,binance,binance,,,,,,,,
BTC,SHORT,5047.37,74665.2,6.76,1773668127277,okx,okx,,,,,,,,
BTC,SHORT,5021.16,74124.0,0.06774,1773667973444,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4996.69,74256.0,0.06729,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4913.65,74258.0,0.06617,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4747.86,74255.0,0.06394,1773668080930,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4600.97,74293.0,0.06193,1773668096828,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4474.09,74568.2,0.06,1773668064944,bybit,,,,,,,,,
BTC,SHORT,4388.8,74386.4,0.059,1773667934943,bybit,,,,,,,,,
BTC,SHORT,4380.87,74164.0,0.05907,1773667998639,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4248.67,74538.1,0.057,1773668022457,bybit,,,,,,,,,
BTC,SHORT,4246.5,74500.0,5.7,1773668064144,okx,,,,,,,,,
BTC,SHORT,4192.76,74077.0,0.0566,1773667970299,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4125.81,74339.0,0.0555,1773668118606,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4048.12,74291.0,0.05449,1773668093645,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4047.91,74124.0,0.05461,1773667973444,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,3992.61,74350.2,5.37,1773668121708,okx,,,,,,,,,
BTC,SHORT,3925.02,74183.0,0.05291,1773668058338,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,3804.14,74590.9,0.051,1773668063945,bybit,,,,,,,,,
BTC,SHORT,3801.13,74531.9,0.051,1773668022457,bybit,,,,,,,,,
BTC,SHORT,3735.53,74710.5,0.05,1773668121444,bybit,,,,,,,,,
BTC,SHORT,3733.59,74671.8,0.05,1773668115944,bybit,,,,,,,,,
BTC,SHORT,3727.43,74548.5,0.05,1773668049444,bybit,,,,,,,,,
BTC,SHORT,3727.22,74544.4,0.05,1773668078201,binance,binance,,,,,,,,
