exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
hyperliquid,BTC,SHORT,210449.08,73848.0,2.84976,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,160810.55,73851.0,2.1775,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,89990.18,73849.0,1.21857,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,74988.95,73848.0,1.01545,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,40276.12,73851.0,0.54537,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,31148.77,73849.0,0.42179,1773664042331,hyperliquid,,,,,,,,
,BTC,SHORT,30166.99,73794.0,40.88,1773664158578,okx,,,,,,,,
,BTC,SHORT,25464.771999999997,74025.5,0.344,1773663999178,binance,LIMIT,73759.5,FILLED,,,,,
binance,BTC,SHORT,25464.77,74025.5,0.344,1773663999178,binance,,,,,,,,
binance,BTC,SHORT,12899.07,74132.6,0.174,1773664173267,binance,,,,,,,,
,BTC,SHORT,7889.78,73805.2,10.69,1773664159887,okx,,,,,,,,
,BTC,LONG,7410.63,73372.6,0.101,1773663998444,bybit,,,,,,,,
,BTC,SHORT,7405.260000000001,74052.6,0.1,1773664003311,binance,LIMIT,73763.0,FILLED,,,,,
binance,BTC,SHORT,7405.26,74052.6,0.1,1773664003311,binance,,,,,,,,
hyperliquid,BTC,SHORT,6411.57,73849.0,0.08682,1773664042331,hyperliquid,,,,,,,,
,BTC,SHORT,6147.7436,74069.2,0.083,1773664007681,binance,LIMIT,73774.2,FILLED,,,,,
binance,BTC,SHORT,6147.74,74069.2,0.083,1773664007681,binance,,,,,,,,
hyperliquid,BTC,SHORT,5314.25,73850.0,0.07196,1773664042331,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,5082.22,73848.0,0.06882,1773664042331,hyperliquid,,,,,,,,
binance,BTC,SHORT,5042.68,74157.1,0.068,1773664176547,binance,,,,,,,,
