timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,symbol,value,quantity
2026-03-15T19:50:03.639655+00:00,BTC,long,0.03226,71471.0,2305.6544599999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x162cc7c861ebd0c06b3d72319201150482518185,hyperliquid,,,
2026-03-15T19:50:04.699965+00:00,BTC,long,0.03226,71471.0,2305.6544599999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x162cc7c861ebd0c06b3d72319201150482518185,hyperliquid,,,
2026-03-15T19:50:33.408189+00:00,BTC,long,0.03226,71471.0,2305.6544599999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,
2026-03-15T19:50:34.436490+00:00,BTC,long,0.03226,71471.0,2305.6544599999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,
2026-03-15T19:49:05.012296+00:00,BTC,long,0.03226,71463.0,2305.3963799999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,hyperliquid,,,
2026-03-15T19:49:06.010395+00:00,BTC,long,0.03226,71463.0,2305.3963799999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,hyperliquid,,,
2026-03-15T19:49:33.314283+00:00,BTC,long,0.03226,71463.0,2305.3963799999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,hyperliquid,,,
2026-03-15T19:49:33.330876+00:00,BTC,long,0.03226,71463.0,2305.3963799999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,hyperliquid,,,
1773604262975,,LONG,,71131.5,,,,bybit,BTC,2205.08,0.031
2026-03-15T19:51:03.344467+00:00,BTC,long,0.0272,71475.0,1944.12,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,hyperliquid,,,
2026-03-15T19:51:03.347433+00:00,BTC,long,0.0272,71475.0,1944.12,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,hyperliquid,,,
2026-03-15T19:51:33.375672+00:00,BTC,long,0.0265,71475.0,1894.0874999999999,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,hyperliquid,,,
2026-03-15T19:51:33.378209+00:00,BTC,long,0.0265,71475.0,1894.0874999999999,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,hyperliquid,,,
2026-03-15T19:48:33.393475+00:00,BTC,long,0.01119,71456.0,799.5926400000001,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x6802b4267f7f2bf7003dcf993c51542245b38329,hyperliquid,,,
2026-03-15T19:48:35.238442+00:00,BTC,long,0.01119,71456.0,799.5926400000001,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x6802b4267f7f2bf7003dcf993c51542245b38329,hyperliquid,,,
2026-03-15T19:48:33.394248+00:00,BTC,long,0.00948,71456.0,677.4028800000001,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x010461c14e146ac35fe42271bdc1134ee31c703a,hyperliquid,,,
2026-03-15T19:48:35.239248+00:00,BTC,long,0.00948,71456.0,677.4028800000001,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x010461c14e146ac35fe42271bdc1134ee31c703a,hyperliquid,,,
2026-03-15T19:48:33.393994+00:00,BTC,long,0.00692,71456.0,494.47552,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa38f19c4ccbcfd64cff676d72c436f7e6239dccf,hyperliquid,,,
2026-03-15T19:48:35.238983+00:00,BTC,long,0.00692,71456.0,494.47552,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa38f19c4ccbcfd64cff676d72c436f7e6239dccf,hyperliquid,,,
2026-03-15T19:51:35.406356+00:00,BTC,long,0.00576,71475.0,411.696,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,hyperliquid,,,
2026-03-15T19:51:35.408706+00:00,BTC,long,0.00576,71475.0,411.696,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,hyperliquid,,,
2026-03-15T19:51:03.313277+00:00,BTC,long,0.00505,71475.0,360.94874999999996,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,hyperliquid,,,
2026-03-15T19:51:03.343844+00:00,BTC,long,0.00505,71475.0,360.94874999999996,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,hyperliquid,,,
1773604247444,,SHORT,,71828.1,,,,bybit,BTC,287.31,0.004
2026-03-15T19:48:33.392414+00:00,BTC,long,0.003,71454.0,214.362,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x31dea2516beee92135b96f464eeec3cf292a13f2,hyperliquid,,,
2026-03-15T19:48:35.237270+00:00,BTC,long,0.003,71454.0,214.362,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x31dea2516beee92135b96f464eeec3cf292a13f2,hyperliquid,,,
2026-03-15T19:47:23.530180+00:00,BTC,short,0.00108,71430.0,77.1444,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:47:23.608701+00:00,BTC,short,0.00108,71430.0,77.1444,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:46:23.389361+00:00,BTC,short,0.001,71426.0,71.426,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:46:23.391441+00:00,BTC,short,0.001,71426.0,71.426,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:50:53.407489+00:00,BTC,short,0.00091,71474.0,65.04134,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:50:55.457585+00:00,BTC,short,0.00091,71474.0,65.04134,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:49:53.874335+00:00,BTC,short,0.00091,71470.0,65.0377,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:49:54.224288+00:00,BTC,short,0.00091,71470.0,65.0377,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:42:24.090340+00:00,BTC,short,0.00089,71451.0,63.59139,0xe92cdf7b804a836a71219cda2b00274d57ac030f,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
2026-03-15T19:42:26.257754+00:00,BTC,short,0.00089,71451.0,63.59139,0xe92cdf7b804a836a71219cda2b00274d57ac030f,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid,,,
